LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Count,Volume(mm^3)
140,RAQ,Right cerebral aqueduct,73,/997/73/140/,Right ventricular systems,55,0.169
912,RLING,Right Lingula (I),645,/997/8/512/528/645/912/,Right Cerebellum,54,0.05
443,Rdhc,Right dorsal hippocampal commissure,618,/997/1009/991/768/1099/618/443/,Right fiber tracts,49,0.306
326,Rscp,Right superior cerebelar peduncles,752,/997/1009/960/752/326/,Right fiber tracts,48,0.144
589,RTT,Right Taenia tecta,698,/997/8/567/688/695/698/589/,Right Cerebral cortex,47,0.522
877,Rtsp,Right tectospinal pathway,1000,/997/1009/1000/877/,Right fiber tracts,47,0.044
703,RCTXsp,Right Cortical subplate,688,/997/8/567/688/703/,Right Cerebral cortex,47,0.422
621,RV,Right Motor nucleus of trigeminal,987,/997/8/343/1065/771/987/621/,Right Pons,46,0.119
301,Rst,Right stria terminalis,768,/997/1009/991/768/301/,Right fiber tracts,43,0.235
634,RNPC,Right Nucleus of the posterior commissure,1100,/997/8/343/313/323/1100/634/,Right Midbrain,42,0.074
78,Rmcp,Right middle cerebellar peduncle,752,/997/1009/960/752/78/,Right fiber tracts,41,0.238
222,RRO,Right Nucleus raphe obscurus,379,/997/8/343/1065/354/379/222/,Right Medulla,38,0.006
604,RNI,Right Nucleus incertus,1117,/997/8/343/1065/771/1117/604/,Right Pons,37,0.061
851,RSCop,Right Superior colliculus optic layer,302,/997/8/343/313/339/302/851/,Right Midbrain,36,0.205
91,RIP,Right Interposed nucleus,519,/997/8/512/519/91/,Right Cerebellum,36,0.262
931,RPG,Right Pontine gray,987,/997/8/343/1065/771/987/931/,Right Pons,36,0.247
1069,RPPY,Right Parapyramidal nucleus,370,/997/8/343/1065/354/370/1069/,Right Medulla,35,0.013
946,RPH,Right Posterior hypothalamic nucleus,467,/997/8/343/1129/1097/467/946/,Right Hypothalamus,35,0.294
215,RAPN,Right Anterior pretectal nucleus,1100,/997/8/343/313/323/1100/215/,Right Midbrain,34,0.403
262,RRT,Right Reticular nucleus of the thalamus,856,/997/8/343/1129/549/856/262/,Right Thalamus,34,0.53
147,RLC,Right Locus ceruleus,1117,/997/8/343/1065/771/1117/147/,Right Pons,34,0.005
980,RPMd,Right Dorsal premammillary nucleus,467,/997/8/343/1129/1097/467/980/,Right Hypothalamus,33,0.023
839,RDMX,Right Dorsal motor nucleus of the vagus nerve,370,/997/8/343/1065/354/370/839/,Right Medulla,32,0.037
863,Rrust,Right rubrospinal tract,1000,/997/1009/1000/863/,Right fiber tracts,31,0.097
1022,RGPe,Right Globus pallidus external segment,818,/997/8/567/623/803/818/1022/,Right Cerebral nuclei,28,0.613
17,RSCiw,Right Superior colliculus motor related intermediate white layer,294,/997/8/343/313/323/294/17/,Right Midbrain,27,0.68
658,Rll,Right lateral lemniscus,948,/997/1009/967/933/948/658/,Right fiber tracts,26,0.275
989,RFN,Right Fastigial nucleus,519,/997/8/512/519/989/,Right Cerebellum,25,0.149
51,RILM,Right Intralaminar nuclei of the dorsal thalamus,856,/997/8/343/1129/549/856/51/,Right Thalamus,25,0.279
466,Ralv,Right alveus,1099,/997/1009/991/768/1099/466/,Right fiber tracts,25,0.079
773,RXII,Right Hypoglossal nucleus,370,/997/8/343/1065/354/370/773/,Right Medulla,24,0.132
482,Rbic,Right brachium of the inferior colliculus,948,/997/1009/967/933/948/482/,Right fiber tracts,24,0.103
230,RRPA,Right Nucleus raphe pallidus,379,/997/8/343/1065/354/379/230/,Right Medulla,23,0.013
445,RSPVO,Right Spinal nucleus of the trigeminal oral part,386,/997/8/343/1065/354/386/445/,Right Medulla,23,0.15
351,RBST,Right Bed nuclei of the stria terminalis,809,/997/8/567/623/803/809/351/,Right Cerebral nuclei,22,0.572
239,RATN,Right Anterior group of the dorsal thalamus,856,/997/8/343/1129/549/856/239/,Right Thalamus,22,0.72
319,RBMA,Right Basomedial amygdalar nucleus,703,/997/8/567/688/703/319/,Right Cerebral cortex,21,0.303
298,RMA,Right Magnocellular nucleus,835,/997/8/567/623/803/835/298/,Right Cerebral nuclei,21,0.109
138,RLAT,Right Lateral group of the dorsal thalamus,856,/997/8/343/1129/549/856/138/,Right Thalamus,20,0.361
436,Rfx,Right columns of the fornix,737,/997/1009/991/768/1099/737/436/,Right fiber tracts,20,0.078
311,RBLAp,Right Basolateral amygdalar nucleus posterior part,295,/997/8/567/688/703/295/311/,Right Cerebral cortex,20,0.153
358,RSLD,Right Sublaterodorsal nucleus,1117,/997/8/343/1065/771/1117/358/,Right Pons,19,0.023
803,RPAL,Right Pallidum,623,/997/8/567/623/803/,Right Cerebral nuclei,19,0.455
642,RNTB,Right Nucleus of the trapezoid body,386,/997/8/343/1065/354/386/642/,Right Medulla,19,0.027
534,RSUT,Right Supratrigeminal nucleus,987,/997/8/343/1065/771/987/534/,Right Pons,18,0.052
814,RDP,Right Dorsal peduncular area,698,/997/8/567/688/695/698/814/,Right Cerebral cortex,18,0.083
611,Rhbc,Right habenular commissure,1083,/997/1009/991/824/1083/611/,Right fiber tracts,16,0.02
154,RPHY,Right Perihypoglossal nuclei,370,/997/8/343/1065/354/370/154/,Right Medulla,16,0.08
940,Rcing,Right cingulum bundle,768,/997/1009/991/768/940/,Right fiber tracts,15,0.385
631,RCOA,Right Cortical amygdalar area,698,/997/8/567/688/695/698/631/,Right Cerebral cortex,15,0.556
7,RPSV,Right Principal sensory nucleus of the trigeminal,1132,/997/8/343/1065/771/1132/7/,Right Pons,15,0.279
460,RMEV,Right Midbrain trigeminal nucleus,339,/997/8/343/313/339/460/,Right Midbrain,15,0.007
998,RFS,Right Fundus of striatum,493,/997/8/567/623/477/493/998/,Right Cerebral nuclei,14,0.118
1008,RGENd,Right Geniculate group dorsal thalamus,864,/997/8/343/1129/549/864/1008/,Right Thalamus,14,0.359
190,Rpy,Right pyramid,784,/997/1009/983/784/190/,Right fiber tracts,14,0.204
12,RIF,Right Interfascicular nucleus raphe,165,/997/8/343/313/348/165/12/,Right Midbrain,13,0.014
73,RVS,Right ventricular systems,997,/997/73/,Right ventricular systems,13,0.105
226,RLPO,Right Lateral preoptic area,290,/997/8/343/1129/1097/290/226/,Right Hypothalamus,13,0.338
184,RFRP,Right Frontal pole cerebral cortex,315,/997/8/567/688/695/315/184/,Right Cerebral cortex,12,0.254
238,RRPO,Right Nucleus raphe pontis,1117,/997/8/343/1065/771/1117/238/,Right Pons,12,0.021
350,RSLC,Right Subceruleus nucleus,1117,/997/8/343/1065/771/1117/350/,Right Pons,12,0.009
628,RNOT,Right Nucleus of the optic tract,1100,/997/8/343/313/323/1100/628/,Right Midbrain,11,0.028
581,RTRS,Right Triangular nucleus of septum,826,/997/8/567/623/803/826/581/,Right Cerebral nuclei,11,0.073
591,RCLI,Right Central linear nucleus raphe,165,/997/8/343/313/348/165/591/,Right Midbrain,10,0.032
449,Rvhc,Right ventral hippocampal commissure,618,/997/1009/991/768/1099/618/449/,Right fiber tracts,10,0.043
231,RAT,Right Anterior tegmental nucleus,323,/997/8/343/313/323/231/,Right Midbrain,10,0.005
841,Rtb,Right trapezoid body,948,/997/1009/967/933/948/841/,Right fiber tracts,10,0.07
749,RVTA,Right Ventral tegmental area,323,/997/8/343/313/323/749/,Right Midbrain,8,0.206
26,RSCdg,Right Superior colliculus motor related deep gray layer,294,/997/8/343/313/323/294/26/,Right Midbrain,8,0.396
523,RMPO,Right Medial preoptic area,141,/997/8/343/1129/1097/141/523/,Right Hypothalamus,8,0.302
966,REPv,Right Endopiriform nucleus ventral part,942,/997/8/567/688/703/942/966/,Right Cerebral cortex,8,0.118
798,RVIIn,Right facial nerve,967,/997/1009/967/798/,Right fiber tracts,8,0.032
904,RMSC,Right Medial septal complex,826,/997/8/567/623/803/826/904/,Right Cerebral nuclei,8,0.576
908,Ract,Right anterior commissure temporal limb,768,/997/1009/991/768/908/,Right fiber tracts,7,0.074
207,RAP,Right Area postrema,386,/997/8/343/1065/354/386/207/,Right Medulla,7,0.023
637,RVENT,Right Ventral group of the dorsal thalamus,864,/997/8/343/1129/549/864/637/,Right Thalamus,7,1.08
706,ROP,Right Olivary pretectal nucleus,1100,/997/8/343/313/323/1100/706/,Right Midbrain,7,0.026
413,RvVIIIn,Right vestibular nerve,933,/997/1009/967/933/413/,Right fiber tracts,7,0.057
131,RLA,Right Lateral amygdalar nucleus,703,/997/8/567/688/703/131/,Right Cerebral cortex,6,0.196
444,RMED,Right Medial group of the dorsal thalamus,856,/997/8/343/1129/549/856/444/,Right Thalamus,6,0.51
23,RAAA,Right Anterior amygdalar area,278,/997/8/567/623/477/278/23/,Right Cerebral nuclei,6,0.19
574,RTRN,Right Tegmental reticular nucleus,987,/997/8/343/1065/771/987/574/,Right Pons,6,0.192
403,RMEA,Right Medial amygdalar nucleus,278,/997/8/567/623/477/278/403/,Right Cerebral nuclei,6,0.51
1052,RPPN,Right Pedunculopontine nucleus,348,/997/8/343/313/348/1052/,Right Midbrain,6,0.15
310,RSF,Right Septofimbrial nucleus,275,/997/8/567/623/477/275/310/,Right Cerebral nuclei,5,0.082
697,Rml,Right medial lemniscus,932,/997/1009/967/792/932/697/,Right fiber tracts,5,0.161
705,RmtV,Right midbrain tract of the trigeminal nerve,229,/997/1009/967/901/229/705/,Right fiber tracts,5,0.003
757,RVTN,Right Ventral tegmental nucleus,323,/997/8/343/313/323/757/,Right Midbrain,5,0.013
1031,RGPi,Right Globus pallidus internal segment,818,/997/8/567/623/803/818/1031/,Right Cerebral nuclei,5,0.168
797,RZI,Right Zona incerta,290,/997/8/343/1129/1097/290/797/,Right Hypothalamus,5,0.474
246,RRR,Right Midbrain reticular nucleus retrorubral area,323,/997/8/343/313/323/246/,Right Midbrain,4,0.139
271,RSAG,Right Nucleus sagulum,339,/997/8/343/313/339/271/,Right Midbrain,4,0.028
1061,RPPT,Right Posterior pretectal nucleus,1100,/997/8/343/313/323/1100/1061/,Right Midbrain,4,0.022
788,RPAA,Right Piriform-amygdalar area,698,/997/8/567/688/695/698/788/,Right Cerebral cortex,4,0.176
42,RSCdw,Right Superior colliculus motor related deep white layer,294,/997/8/343/313/323/294/42/,Right Midbrain,4,0.107
1092,Rem,Right external medullary lamina of the thalamus,896,/997/1009/983/896/1092/,Right fiber tracts,4,0.025
536,RCEA,Right Central amygdalar nucleus,278,/997/8/567/623/477/278/536/,Right Cerebral nuclei,3,0.358
784,Rcst,Right corticospinal tract,983,/997/1009/983/784/,Right fiber tracts,3,0.017
846,RDN,Right Dentate nucleus,519,/997/8/512/519/846/,Right Cerebellum,3,0.095
874,RPBG,Right Parabigeminal nucleus,339,/997/8/343/313/339/874/,Right Midbrain,3,0.026
1014,RGENv,Right Geniculate group ventral thalamus,856,/997/8/343/1129/549/856/1014/,Right Thalamus,3,0.133
595,Rfr,Right fasciculus retroflexus,1083,/997/1009/991/824/1083/595/,Right fiber tracts,2,0.054
530,Rdf,Right dorsal fornix,1099,/997/1009/991/768/1099/530/,Right fiber tracts,2,0.026
612,RNLL,Right Nucleus of the lateral lemniscus,1132,/997/8/343/1065/771/1132/612/,Right Pons,2,0.189
1105,RIA,Right Intercalated amygdalar nucleus,278,/997/8/567/623/477/278/1105/,Right Cerebral nuclei,2,0.051
880,RDTN,Right Dorsal tegmental nucleus,987,/997/8/343/1065/771/987/880/,Right Pons,2,0.037
780,RPA,Right Posterior amygdalar nucleus,703,/997/8/567/688/703/780/,Right Cerebral cortex,2,0.098
381,RSNr,Right Substantia nigra reticular part,323,/997/8/343/313/323/381/,Right Midbrain,2,0.52
673,Rmp,Right mammillary peduncle,46,/997/1009/991/824/46/673/,Right fiber tracts,2,0.004
693,RVMH,Right Ventromedial hypothalamic nucleus,467,/997/8/343/1129/1097/467/693/,Right Hypothalamus,2,0.155
88,RAHN,Right Anterior hypothalamic nucleus,467,/997/8/343/1129/1097/467/88/,Right Hypothalamus,2,0.265
118,RPVi,Right Periventricular hypothalamic nucleus intermediate part,157,/997/8/343/1129/1097/157/118/,Right Hypothalamus,2,0.036
802,Rsm,Right stria medullaris,1083,/997/1009/991/824/1083/802/,Right fiber tracts,1,0.083
390,RSO,Right Supraoptic nucleus,157,/997/8/343/1129/1097/157/390/,Right Hypothalamus,1,0.016
341,Rsmd,Right supramammillary decussation,824,/997/1009/991/824/341/,Right fiber tracts,1,0.006
397,Rvtd,Right ventral tegmental decussation,863,/997/1009/1000/863/397/,Right fiber tracts,1,0.023
531,RMPT,Right Medial pretectal area,1100,/997/8/343/313/323/1100/531/,Right Midbrain,1,0.042
616,RCUN,Right Cuneiform nucleus,323,/997/8/343/313/323/616/,Right Midbrain,1,0.098
278,RsAMY,Right Striatum-like amygdalar nuclei,477,/997/8/567/623/477/278/,Right Cerebral nuclei,1,0.045
303,RBLAa,Right Basolateral amygdalar nucleus anterior part,295,/997/8/567/688/703/295/303/,Right Cerebral cortex,1,0.187
720,RDCN,Right Dorsal column nuclei,386,/997/8/343/1065/354/386/720/,Right Medulla,1,0.119
609,RSPA,Right Subparafascicular area,864,/997/8/343/1129/549/864/609/,Right Thalamus,1,0.023
619,RNLOT,Right Nucleus of the lateral olfactory tract,698,/997/8/567/688/695/698/619/,Right Cerebral cortex,1,0.074
690,Rmtt,Right mammilothalmic tract,46,/997/1009/991/824/46/690/,Right fiber tracts,1,0.049
