,LabelID,LabelAbrv,LabelName,ParentID,IDPath,RegionalName,Count,Volume(mm^3),group,subject_id,group_subject,Mean,Density (#of cells/mm3),Normalized Density (#of cells/mm3),Normalized Intensity
12,247,AUD,Right Auditory areas,315.0,/997/8/567/688/695/315/247/,Right Cerebral cortex,89.0,1.714,pargyline,04,pargyline_04,70.71381993402804,51.92532088681447,0.12799872027929318,0.7733540158091928
13,280,B,Right Barrington's nucleus,987.0,/997/8/343/1065/771/987/280/,Right Pons,28.0,0.011,pargyline,04,pargyline_04,164.42577,2545.4545454545455,6.274682925070316,1.798224585387285
14,311,BLAp,Right Basolateral amygdalar nucleus posterior part,295.0,/997/8/567/688/703/295/311/,Right Cerebral cortex,252.0,0.227,pargyline,04,pargyline_04,94.38395,1110.1321585903083,2.736535725030666,1.0322198239118128
15,319,BMA,Right Basomedial amygdalar nucleus,703.0,/997/8/567/688/703/319/,Right Cerebral cortex,34.0,0.401,pargyline,04,pargyline_04,95.41044,84.78802992518703,0.20900707285146936,1.0434459203725694
16,351,BST,Right Bed nuclei of the stria terminalis,809.0,/997/8/567/623/803/809/351/,Right Cerebral nuclei,11.0,0.678,pargyline,04,pargyline_04,119.15912,16.224188790560472,0.03999350157677561,1.3031707813021873
17,536,CEA,Right Central amygdalar nucleus,278.0,/997/8/567/623/477/278/536/,Right Cerebral nuclei,1.0,0.457,pargyline,04,pargyline_04,102.321,2.1881838074398248,0.005393991261001365,1.119022509679671
18,920,CENT,Right Central lobule,645.0,/997/8/512/528/645/920/,Right Cerebellum,262.0,1.373,pargyline,04,pargyline_04,83.53414,190.8230152949745,0.4703890383428532,0.9135620545805162
19,583,CLA,Right Claustrum,703.0,/997/8/567/688/703/583/,Right Cerebral cortex,3.0,0.198,pargyline,04,pargyline_04,97.4948,15.15151515151515,0.037349303125418544,1.066241297257822
20,591,CLI,Right Central linear nucleus raphe,165.0,/997/8/343/313/348/165/591/,Right Midbrain,46.0,0.038,pargyline,04,pargyline_04,117.02433,1210.5263157894738,2.9840127444413347,1.2798238821960501
21,607,CN,Right Cochlear nuclei,386.0,/997/8/343/1065/354/386/607/,Right Medulla,181.0,0.42,pargyline,04,pargyline_04,93.14245006111489,430.95238095238096,1.0623208931815475,1.018642294593507
22,631,COA,Right Cortical amygdalar area,698.0,/997/8/567/688/695/698/631/,Right Cerebral cortex,1.0,0.727,pargyline,04,pargyline_04,62.85167500480984,1.375515818431912,0.00339072077892383,0.6873705212170851
23,1033,COPY,Right Copula pyramidis,1073.0,/997/8/512/528/1073/1033/,Right Cerebellum,221.0,0.822,pargyline,04,pargyline_04,77.79799,268.8564476885645,0.6627456634882664,0.8508292727576349
24,672,CP,Right Caudoputamen,485.0,/997/8/567/623/477/485/672/,Right Cerebral nuclei,1812.0,9.522,pargyline,04,pargyline_04,96.56931,190.29615626969124,0.4690903023918352,1.0561197763336378
25,679,CS,Right Superior central nucleus raphe,1117.0,/997/8/343/1065/771/1117/679/,Right Pons,514.0,0.303,pargyline,04,pargyline_04,103.46975,1696.3696369636964,4.181642769725078,1.1315856893592533
26,703,CTXsp,Right Cortical subplate,688.0,/997/8/567/688/703/,Right Cerebral cortex,144.0,0.473,pargyline,04,pargyline_04,94.52801,304.4397463002114,0.7504604162874796,1.0337953204642747
27,928,CUL,Right Culmen,645.0,/997/8/512/528/645/928/,Right Cerebellum,284.0,2.451,pargyline,04,pargyline_04,73.44788,115.87107303141575,0.28562845278777854,0.8032547669417942
28,936,DEC,Right Declive (VI),645.0,/997/8/512/528/645/936/,Right Cerebellum,138.0,1.326,pargyline,04,pargyline_04,61.39152,104.07239819004525,0.2565440821012912,0.6714016945050354
29,830,DMH,Right Dorsomedial nucleus of the hypothalamus,141.0,/997/8/343/1129/1097/141/830/,Right Hypothalamus,85.0,0.162,pargyline,04,pargyline_04,98.15189,524.6913580246913,1.2933925341580126,1.0734274907165002
30,839,DMX,Right Dorsal motor nucleus of the vagus nerve,370.0,/997/8/343/1065/354/370/839/,Right Medulla,13.0,0.042,pargyline,04,pargyline_04,78.76074,309.5238095238095,0.7629929067049789,0.8613582836272912
31,814,DP,Right Dorsal peduncular area,698.0,/997/8/567/688/695/698/814/,Right Cerebral cortex,1.0,0.092,pargyline,04,pargyline_04,83.41985,10.869565217391305,0.026794065285626348,0.912312134401557
32,872,DR,Right Dorsal nucleus raphe,165.0,/997/8/343/313/348/165/872/,Right Midbrain,144.0,0.064,pargyline,04,pargyline_04,114.48001,2250.0,5.546371514124654,1.2519982026988972
33,895,ECT,Right Ectorhinal area,315.0,/997/8/567/688/695/315/895/,Right Cerebral cortex,1.0,0.034,pargyline,04,pargyline_04,67.94616885791118,29.41176470588235,0.07250158841993011,0.743085900240405
34,958,EPI,Right Epithalamus,856.0,/997/8/343/1129/549/856/958/,Right Thalamus,133.0,0.258,pargyline,04,pargyline_04,113.90583004483406,515.5038759689922,1.2707448947090076,1.245718745945762
35,952,EPd,Right Endopiriform nucleus dorsal part,942.0,/997/8/567/688/703/942/952/,Right Cerebral cortex,14.0,0.677,pargyline,04,pargyline_04,95.37412,20.679468242245196,0.05097600603823742,1.0430487106350614
36,966,EPv,Right Endopiriform nucleus ventral part,942.0,/997/8/567/688/703/942/966/,Right Cerebral cortex,12.0,0.166,pargyline,04,pargyline_04,86.14298999999998,72.28915662650601,0.1781966751525993,0.9420934594180158
37,1049,FL,Right Flocculus,1073.0,/997/8/512/528/1073/1049/,Right Cerebellum,81.0,0.43,pargyline,04,pargyline_04,71.23353,188.37209302325581,0.464347382577878,0.7790377685317984
38,944,FOTU,Right Folium-tuber vermis (VII),645.0,/997/8/512/528/645/944/,Right Cerebellum,101.0,0.332,pargyline,04,pargyline_04,56.4109,304.2168674698795,0.7499110079338555,0.6169316845152898
39,184,FRP,Right Frontal pole cerebral cortex,315.0,/997/8/567/688/695/315/184/,Right Cerebral cortex,11.0,0.325,pargyline,04,pargyline_04,39.722875938785286,33.84615384615385,0.08343259713555035,0.4344249208345671
40,1022,GPe,Right Globus pallidus external segment,818.0,/997/8/567/623/803/818/1022/,Right Cerebral nuclei,11.0,0.6,pargyline,04,pargyline_04,93.16411,18.333333333333336,0.04519265678175645,1.0188791761639637
41,1031,GPi,Right Globus pallidus internal segment,818.0,/997/8/567/623/803/818/1031/,Right Cerebral nuclei,16.0,0.161,pargyline,04,pargyline_04,96.62582,99.37888198757764,0.24497431118286947,1.0567377918145462
42,1048,GRN,Right Gigantocellular reticular nucleus,370.0,/997/8/343/1065/354/370/1048/,Right Medulla,44.0,0.733,pargyline,04,pargyline_04,92.60361,60.027285129604365,0.1479704996947005,1.0127493287555585
43,1057,GU,Right Gustatory areas,315.0,/997/8/567/688/695/315/1057/,Right Cerebral cortex,17.0,0.977,pargyline,04,pargyline_04,74.50880864004671,17.400204708290687,0.04289244432622273,0.8148574978511491
44,1080,HIP,Right Hippocampal region,1089.0,/997/8/567/688/695/1089/1080/,Right Cerebral cortex,370.0,6.706,pargyline,04,pargyline_04,93.88095498302152,55.17447062332239,0.13600804985426793,1.026718873508126
45,1089,HPF,Right Hippocampal formation,695.0,/997/8/567/688/695/1089/,Right Cerebral cortex,109.0,0.867,pargyline,04,pargyline_04,75.19746,125.7208765859285,0.3099087505008778,0.8223888586970094
46,1097,HY,Right Hypothalamus,1129.0,/997/8/343/1129/1097/,Right Hypothalamus,431.0,1.277,pargyline,04,pargyline_04,83.73929,337.50978856695383,0.8319798564648834,0.9158056552867329
47,4,IC,Right Inferior colliculus,339.0,/997/8/343/313/339/4/,Right Midbrain,55.0,1.979,pargyline,04,pargyline_04,100.00827,27.791814047498736,0.0685083225595095,1.0937295890787049
48,44,ILA,Right Infralimbic area,315.0,/997/8/567/688/695/315/44/,Right Cerebral cortex,3.0,0.356,pargyline,04,pargyline_04,80.10610601640052,8.426966292134832,0.020772927019193463,0.8760717330278077
49,51,ILM,Right Intralaminar nuclei of the dorsal thalamus,856.0,/997/8/343/1129/549/856/51/,Right Thalamus,13.0,0.356,pargyline,04,pargyline_04,140.732530514208,36.51685393258427,0.09001601708317165,1.5391060436233026
50,83,IO,Right Inferior olivary complex,370.0,/997/8/343/1065/354/370/83/,Right Medulla,44.0,0.25,pargyline,04,pargyline_04,34.49022,176.0,0.4338495051048618,0.3771985471584913
51,91,IP,Right Interposed nucleus,519.0,/997/8/512/519/91/,Right Cerebellum,43.0,0.267,pargyline,04,pargyline_04,117.90806,161.04868913857678,0.39699371636680836,1.2894886994132315
52,100,IPN,Right Interpeduncular nucleus,165.0,/997/8/343/313/348/165/100/,Right Midbrain,126.0,0.162,pargyline,04,pargyline_04,106.56739,777.7777777777777,1.9172642271048186,1.165462692974192
53,136,IRN,Right Intermediate reticular nucleus,370.0,/997/8/343/1065/354/370/136/,Right Medulla,120.0,0.929,pargyline,04,pargyline_04,110.33058,129.17115177610333,0.31841386518117853,1.206618411919486
54,138,LAT,Right Lateral group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/138/,Right Thalamus,1.0,0.387,pargyline,04,pargyline_04,117.64117611557782,2.5839793281653747,0.00636964859503262,1.2865699527811698
55,147,LC,Right Locus ceruleus,1117.0,/997/8/343/1065/771/1117/147/,Right Pons,17.0,0.005,pargyline,04,pargyline_04,199.0,3400.0,8.381183621343922,2.176341898791593
56,162,LDT,Right Laterodorsal tegmental nucleus,1117.0,/997/8/343/1065/771/1117/162/,Right Pons,36.0,0.042,pargyline,04,pargyline_04,132.7016,857.1428571428571,2.112903433952249,1.4512766438024245
57,194,LHA,Right Lateral hypothalamic area,290.0,/997/8/343/1129/1097/290/194/,Right Hypothalamus,237.0,1.255,pargyline,04,pargyline_04,122.37198,188.84462151394425,0.46551219082692985,1.3383078759401348
58,912,LING,Right Lingula (I),645.0,/997/8/512/528/645/912/,Right Cerebellum,69.0,0.05,pargyline,04,pargyline_04,50.46796,1380.0,3.401774528663121,0.5519373663042118
59,226,LPO,Right Lateral preoptic area,290.0,/997/8/343/1129/1097/290/226/,Right Hypothalamus,3.0,0.422,pargyline,04,pargyline_04,99.25347,7.109004739336493,0.017524080613348036,1.0854748008113284
60,235,LRN,Right Lateral reticular nucleus,370.0,/997/8/343/1065/354/370/235/,Right Medulla,67.0,0.206,pargyline,04,pargyline_04,51.27903,325.24271844660194,0.8017408661194214,0.5608075453185479
61,242,LS,Right Lateral septal nucleus,275.0,/997/8/567/623/477/275/242/,Right Cerebral nuclei,229.0,1.06,pargyline,04,pargyline_04,90.09883592094756,216.0377358490566,0.532544686261864,0.9853561389301869
62,298,MA,Right Magnocellular nucleus,835.0,/997/8/567/623/803/835/298/,Right Cerebral nuclei,1.0,0.132,pargyline,04,pargyline_04,91.3043,7.575757575757575,0.018674651562709272,0.9985395659790816
63,307,MARN,Right Magnocellular reticular nucleus,370.0,/997/8/343/1065/354/370/307/,Right Medulla,313.0,0.266,pargyline,04,pargyline_04,76.38087,1176.6917293233082,2.9006086615221665,0.8353310937042905
64,313,MB,Right Midbrain,343.0,/997/8/343/313/,Right Midbrain,684.0,1.881,pargyline,04,pargyline_04,112.62675,363.6363636363636,0.8963832750100451,1.2317302258780203
65,331,MBO,Right Mammillary body,467.0,/997/8/343/1129/1097/467/331/,Right Hypothalamus,104.0,0.318,pargyline,04,pargyline_04,82.4392437616137,327.0440251572327,0.8061811844429965,0.901587840719062
66,395,MDRN,Right Medullary reticular nucleus,370.0,/997/8/343/1065/354/370/395/,Right Medulla,169.0,0.444,pargyline,04,pargyline_04,102.12888307618128,380.6306306306306,0.9382750609480145,1.1169214437963866
67,403,MEA,Right Medial amygdalar nucleus,278.0,/997/8/567/623/477/278/403/,Right Cerebral nuclei,23.0,0.63,pargyline,04,pargyline_04,96.82885,36.507936507936506,0.08999403514981802,1.058958207370886
68,444,MED,Right Medial group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/444/,Right Thalamus,53.0,0.636,pargyline,04,pargyline_04,136.2391175906613,83.33333333333333,0.205421167189802,1.4899643209394517
69,460,MEV,Right Midbrain trigeminal nucleus,339.0,/997/8/343/313/339/460/,Right Midbrain,12.0,0.008,pargyline,04,pargyline_04,182.13331,1500.0,3.697581009416436,1.9918811744653155
70,500,MO,Right Somatomotor areas,315.0,/997/8/567/688/695/315/500/,Right Cerebral cortex,257.0,10.516,pargyline,04,pargyline_04,71.66266410780368,24.438950171167743,0.06024333202865627,0.783730947119807
71,507,MOB,Right Main olfactory bulb,698.0,/997/8/567/688/695/698/507/,Right Cerebral cortex,235.0,6.746,pargyline,04,pargyline_04,21.01378,34.835458049214346,0.08587128542473192,0.22981492394969244
72,523,MPO,Right Medial preoptic area,141.0,/997/8/343/1129/1097/141/523/,Right Hypothalamus,1.0,0.334,pargyline,04,pargyline_04,83.96577,2.994011976047904,0.007380401216400071,0.9182825292226039
73,128,MRN,Right Midbrain reticular nucleus,323.0,/997/8/343/313/323/128/,Right Midbrain,68.0,1.642,pargyline,04,pargyline_04,121.15437,41.41291108404385,0.10208506237934131,1.324991616345222
74,904,MSC,Right Medial septal complex,826.0,/997/8/567/623/803/826/904/,Right Cerebral nuclei,3.0,0.741,pargyline,04,pargyline_04,73.55449850138551,4.048582995951417,0.009979975733917505,0.804420788608888
75,571,MTN,Right Midline group of the dorsal thalamus,856.0,/997/8/343/1129/549/856/571/,Right Thalamus,67.0,0.51,pargyline,04,pargyline_04,113.67769940898224,131.37254901960785,0.3238404282756879,1.243223820010072
76,354,MY,Right Medulla,1065.0,/997/8/343/1065/354/,Right Medulla,1273.0,3.514,pargyline,04,pargyline_04,81.55716,362.26522481502565,0.8930033437653431,0.8919410274092952
77,604,NI,Right Nucleus incertus,1117.0,/997/8/343/1065/771/1117/604/,Right Pons,17.0,0.063,pargyline,04,pargyline_04,96.91936,269.8412698412698,0.6651733032812636,1.0599480601611353
78,612,NLL,Right Nucleus of the lateral lemniscus,1132.0,/997/8/343/1065/771/1132/612/,Right Pons,2.0,0.208,pargyline,04,pargyline_04,104.8865,9.615384615384615,0.023702442368054077,1.1470798219477607
79,619,NLOT,Right Nucleus of the lateral olfactory tract,698.0,/997/8/567/688/695/698/619/,Right Cerebral cortex,7.0,0.158,pargyline,04,pargyline_04,68.25874099778271,44.30379746835443,0.10921125344267955,0.7465043115187837
80,968,NOD,Right Nodulus (X),645.0,/997/8/512/528/645/968/,Right Cerebellum,453.0,0.473,pargyline,04,pargyline_04,64.46263,957.7167019027485,2.360823392904363,0.7049885556547734
81,642,NTB,Right Nucleus of the trapezoid body,386.0,/997/8/343/1065/354/386/642/,Right Medulla,11.0,0.034,pargyline,04,pargyline_04,69.80023,323.52941176470586,0.7975174726192312,0.7633626386647734
82,651,NTS,Right Nucleus of the solitary tract,386.0,/997/8/343/1065/354/386/651/,Right Medulla,31.0,0.212,pargyline,04,pargyline_04,95.90863,146.22641509433961,0.3604560103519167,1.04889432122965
83,698,OLF,Right Olfactory areas,695.0,/997/8/567/688/695/698/,Right Cerebral cortex,153.0,1.331,pargyline,04,pargyline_04,51.1393,114.9511645379414,0.28336082867053075,0.5592794033410698
84,714,ORB,Right Orbital area,315.0,/997/8/567/688/695/315/714/,Right Cerebral cortex,134.0,1.27,pargyline,04,pargyline_04,73.83611724880625,105.51181102362204,0.2600923124733871,0.8075006814706818
85,754,OT,Right Olfactory tubercle,493.0,/997/8/567/623/477/493/754/,Right Cerebral nuclei,32.0,1.435,pargyline,04,pargyline_04,56.76106,22.29965156794425,0.05496984543615607,0.6207611713458469
86,771,P,Right Pons,1065.0,/997/8/343/1065/771/,Right Pons,968.0,2.071,pargyline,04,pargyline_04,89.16844,467.4070497344278,1.1521836205102558,0.9751809649340916
87,780,PA,Right Posterior amygdalar nucleus,703.0,/997/8/567/688/703/780/,Right Cerebral cortex,229.0,0.12,pargyline,04,pargyline_04,100.06041,1908.3333333333335,4.704144728646466,1.0942998125289713
88,795,PAG,Right Periaqueductal gray,323.0,/997/8/343/313/323/795/,Right Midbrain,711.0,1.628,pargyline,04,pargyline_04,109.71651,436.73218673218673,1.0765684265745643,1.199902702021039
89,803,PAL,Right Pallidum,623.0,/997/8/567/623/803/,Right Cerebral nuclei,12.0,0.516,pargyline,04,pargyline_04,79.57133,23.25581395348837,0.05732683735529358,0.8702232131737309
90,852,PARN,Right Parvicellular reticular nucleus,370.0,/997/8/343/1065/354/370/852/,Right Medulla,32.0,0.729,pargyline,04,pargyline_04,112.23929,43.895747599451305,0.10820538847857883,1.2274928116463328
91,867,PB,Right Parabrachial nucleus,1132.0,/997/8/343/1065/771/1132/867/,Right Pons,68.0,0.272,pargyline,04,pargyline_04,155.78773,249.99999999999997,0.6162635015694059,1.7037555985760402
92,874,PBG,Right Parabigeminal nucleus,339.0,/997/8/343/313/339/874/,Right Midbrain,1.0,0.028,pargyline,04,pargyline_04,130.20301,35.714285714285715,0.08803764308134372,1.4239510854863355
93,898,PCG,Right Pontine central gray,987.0,/997/8/343/1065/771/987/898/,Right Pons,340.0,0.248,pargyline,04,pargyline_04,113.59835,1370.967741935484,3.3795095247354525,1.2423560238120197
94,922,PERI,Right Perirhinal area,315.0,/997/8/567/688/695/315/922/,Right Cerebral cortex,2.0,0.133,pargyline,04,pargyline_04,68.54702953888997,15.037593984962406,0.037068481297407876,0.7496571478552322
95,1041,PFL,Right Paraflocculus,1073.0,/997/8/512/528/1073/1041/,Right Cerebellum,659.0,2.124,pargyline,04,pargyline_04,34.68711,310.26365348399247,0.7648166620230481,0.3793518132713208
96,931,PG,Right Pontine gray,987.0,/997/8/343/1065/771/987/931/,Right Pons,38.0,0.334,pargyline,04,pargyline_04,64.35567,113.77245508982035,0.2804552462232027,0.7038187992251516
97,938,PGRN,Right Paragigantocellular reticular nucleus,370.0,/997/8/343/1065/354/370/938/,Right Medulla,737.0,0.355,pargyline,04,pargyline_04,66.02231580434783,2076.056338028169,5.1175909933143915,0.7220458901520228
98,946,PH,Right Posterior hypothalamic nucleus,467.0,/997/8/343/1129/1097/467/946/,Right Hypothalamus,31.0,0.321,pargyline,04,pargyline_04,104.36896,96.57320872274143,0.23805817506107893,1.1414198019160995
99,154,PHY,Right Perihypoglossal nuclei,370.0,/997/8/343/1065/354/370/154/,Right Medulla,13.0,0.081,pargyline,04,pargyline_04,88.42316821314358,160.49382716049382,0.39562595162480385,0.967030380935484
100,961,PIR,Right Piriform area,698.0,/997/8/567/688/695/698/961/,Right Cerebral cortex,104.0,4.684,pargyline,04,pargyline_04,63.43529,22.20324508966695,0.0547321982606475,0.6937531632612831
101,972,PL,Right Prelimbic area,315.0,/997/8/567/688/695/315/972/,Right Cerebral cortex,25.0,0.566,pargyline,04,pargyline_04,67.83539410352054,44.169611307420496,0.10888047730908233,0.7418744241634769
102,980,PMd,Right Dorsal premammillary nucleus,467.0,/997/8/343/1129/1097/467/980/,Right Hypothalamus,47.0,0.027,pargyline,04,pargyline_04,117.36033,1740.7407407407406,4.291019936853641,1.283498509723658
103,1004,PMv,Right Ventral premammillary nucleus,467.0,/997/8/343/1129/1097/467/1004/,Right Hypothalamus,50.0,0.027,pargyline,04,pargyline_04,97.52189,1851.851851851852,4.564914826440044,1.0665375641022354
104,1052,PPN,Right Pedunculopontine nucleus,348.0,/997/8/343/313/348/1052/,Right Midbrain,16.0,0.146,pargyline,04,pargyline_04,128.39434,109.58904109589042,0.2701429047975479,1.4041707623602682
105,1025,PRM,Right Paramedian lobule,1073.0,/997/8/512/528/1073/1025/,Right Cerebellum,632.0,1.684,pargyline,04,pargyline_04,68.94817,375.2969121140143,0.9251271567502722,0.7540441769648519
106,1093,PRNc,Right Pontine reticular nucleus caudal part,987.0,/997/8/343/1065/771/987/1093/,Right Pons,506.0,1.05,pargyline,04,pargyline_04,114.36521999999998,481.90476190476187,1.1879212639775978,1.250742814324212
107,146,PRNr,Right Pontine reticular nucleus,1117.0,/997/8/343/1065/771/1117/146/,Right Pons,451.0,0.81,pargyline,04,pargyline_04,113.43472,556.7901234567901,1.3725177244829732,1.2405665020788577
108,7,PSV,Right Principal sensory nucleus of the trigeminal,1132.0,/997/8/343/1065/771/1132/7/,Right Pons,14.0,0.332,pargyline,04,pargyline_04,105.72527,42.16867469879518,0.10394806050568293,1.1562529390052956
109,118,PVi,Right Periventricular hypothalamic nucleus intermediate part,157.0,/997/8/343/1129/1097/157/118/,Right Hypothalamus,3.0,0.039,pargyline,04,pargyline_04,58.56271,76.92307692307692,0.18961953894443262,0.6404647210039267
110,126,PVp,Right Periventricular hypothalamic nucleus posterior part,141.0,/997/8/343/1129/1097/141/126/,Right Hypothalamus,15.0,0.052,pargyline,04,pargyline_04,50.62217,288.46153846153845,0.7110732710416223,0.5536238672299035
111,951,PYR,Right Pyramus (VIII),645.0,/997/8/512/528/645/951/,Right Cerebellum,89.0,0.341,pargyline,04,pargyline_04,66.89179,260.99706744868035,0.6433718667410807,0.7315548003124044
112,822,RHP,Right Retrohippocampal region,1089.0,/997/8/567/688/695/1089/822/,Right Cerebral cortex,343.0,6.357,pargyline,04,pargyline_04,83.10633923467996,53.95626868019506,0.1330051162739067,0.9088834579478474
113,206,RM,Right Nucleus raphe magnus,379.0,/997/8/343/1065/354/379/206/,Right Medulla,156.0,0.07,pargyline,04,pargyline_04,80.10833,2228.5714285714284,5.493548928275848,0.8760960553830327
114,222,RO,Right Nucleus raphe obscurus,379.0,/997/8/343/1065/354/379/222/,Right Medulla,2.0,0.008,pargyline,04,pargyline_04,42.97168,250.0,0.616263501569406,0.46995511379630506
115,230,RPA,Right Nucleus raphe pallidus,379.0,/997/8/343/1065/354/379/230/,Right Medulla,4.0,0.017,pargyline,04,pargyline_04,23.08905,235.2941176470588,0.5800127073594409,0.2525108890366534
116,238,RPO,Right Nucleus raphe pontis,1117.0,/997/8/343/1065/771/1117/238/,Right Pons,9.0,0.022,pargyline,04,pargyline_04,78.37757,409.0909090909091,1.0084311843863007,0.8571677865149296
117,246,RR,Right Midbrain reticular nucleus retrorubral area,323.0,/997/8/343/313/323/246/,Right Midbrain,22.0,0.14,pargyline,04,pargyline_04,129.59664,157.14285714285714,0.3873656295579123,1.4173195858020629
118,254,RSP,Right Retrosplenial area,315.0,/997/8/567/688/695/315/254/,Right Cerebral cortex,19.0,2.401,pargyline,04,pargyline_04,66.76604105509335,7.9133694294044155,0.01950688301510823,0.7301795606263282
119,262,RT,Right Reticular nucleus of the thalamus,856.0,/997/8/343/1129/549/856/262/,Right Thalamus,9.0,0.582,pargyline,04,pargyline_04,106.96166,15.463917525773196,0.03811939184965398,1.169774584031662
120,26,SCdg,Right Superior colliculus motor related deep gray layer,294.0,/997/8/343/313/323/294/26/,Right Midbrain,1.0,0.441,pargyline,04,pargyline_04,113.29863,2.2675736961451247,0.005589691624212299,1.239078168566262
121,10,SCig,Right Superior colliculus motor related intermediate gray layer,294.0,/997/8/343/313/323/294/10/,Right Midbrain,63.0,0.771,pargyline,04,pargyline_04,114.33903909654752,81.71206225680933,0.20142464642735447,1.2504564897155095
122,17,SCiw,Right Superior colliculus motor related intermediate white layer,294.0,/997/8/343/313/323/294/17/,Right Midbrain,2.0,0.747,pargyline,04,pargyline_04,116.03473,2.677376171352075,0.0065998768575036785,1.2690012292159285
123,851,SCop,Right Superior colliculus optic layer,302.0,/997/8/343/313/339/302/851/,Right Midbrain,4.0,0.255,pargyline,04,pargyline_04,102.51853,15.686274509803921,0.038667513823962725,1.1211827750830294
124,842,SCsg,Right Superior colliculus superficial gray layer,302.0,/997/8/343/313/339/302/842/,Right Midbrain,58.0,0.638,pargyline,04,pargyline_04,91.77563000000002,90.9090909090909,0.22409581875251128,1.0036942153617825
125,342,SI,Right Substantia innominata,835.0,/997/8/567/623/803/835/342/,Right Cerebral nuclei,39.0,1.071,pargyline,04,pargyline_04,98.50865,36.41456582633053,0.08976387137705633,1.0773291577306354
126,1007,SIM,Right Simple lobule,1073.0,/997/8/512/528/1073/1007/,Right Cerebellum,95.0,1.741,pargyline,04,pargyline_04,75.50843,54.566341183228026,0.13450897794162794,0.8257897483465934
127,350,SLC,Right Subceruleus nucleus,1117.0,/997/8/343/1065/771/1117/350/,Right Pons,11.0,0.009,pargyline,04,pargyline_04,183.30792,1222.2222222222224,3.0128437854504297,2.004727169227826
128,358,SLD,Right Sublaterodorsal nucleus,1117.0,/997/8/343/1065/771/1117/358/,Right Pons,46.0,0.026,pargyline,04,pargyline_04,173.2767,1769.2307692307693,4.36124939572195,1.8950218205745788
129,381,SNr,Right Substantia nigra reticular part,323.0,/997/8/343/313/323/381/,Right Midbrain,130.0,0.559,pargyline,04,pargyline_04,122.84297,232.5581395348837,0.5732683735529358,1.343458806949742
130,390,SO,Right Supraoptic nucleus,157.0,/997/8/343/1129/1097/157/390/,Right Hypothalamus,4.0,0.023,pargyline,04,pargyline_04,92.64471,173.91304347826087,0.42870504457002157,1.0131988144442035
131,398,SOC,Right Superior olivary complex,1132.0,/997/8/343/1065/771/1132/398/,Right Pons,36.0,0.182,pargyline,04,pargyline_04,78.7576178692857,197.8021978021978,0.48759310014282675,0.8613241387836378
